Bio ID,First,Middle,Last,District: Address,District: Phone,District: Fax,Initial 
A000022,Gary,L.,Ackerman,"218-14 Northern Boulevard Bayside, New York 11361",(718) 423-2154, (718) 423-5053 
M001153,	 Lisa,,Murkowski	 ,"851 East Westpoint Drive, Suite 307 Wasilla, Alaska 99654",(907) 376-7665 ,(907) 376-8526 
M001153,	 Lisa,,Murkowski	 ,"4079 Tongass Avenue, Suite 204 Ketchikan, Alaska 99901",(907) 225-6880,(907) 225-0390 
M001153,	 Lisa,,Murkowski	 ,"805 Frontage Road, Suite 105 Kenai, Alaska 99611",(907) 283-5808,(907) 283-4363 
M001169,Christopher,S.,Murphy,"114 West Main Street, Suite 206 New Britain, Connecticut 06051",(860) 223-8412,(860) 827-9009 
M001169,Christopher,S.,Murphy,"22-26 West Main Street Meriden, Connecticut 06450",(203) 630-0815
M001169,Christopher,S.,Murphy,"49 Leavenworth Street Waterbury, Connecticut 06702",(203) 759-7541
M001169,Christopher,S.,Murphy,"198 Main Street Danbury, Connecticut 06810",(203) 798-2072
M001151,Tim,,Murphy,"504 Washington Road Pittsburgh, Pennsylvania 15228",(412) 344-5583, (412) 429-5092 
M001151,Tim,,Murphy,"2040 Frederickson Place Greensburg, Pennsylvania 15601",(724) 850-7312,(724) 850-7315 
M001111,	 Patty,,Murray	 ,"915 2nd Avenue, 2988 Jackson Federal Building Seattle, Washington 98174",(206) 553-5545,(206) 553-0891 
M001111,	 Patty,,Murray	 ,"1323 Officer's Row Vancouver, Washington 98661",(360) 696-7797,(360) 696-7798 
M001111,	 Patty,,Murray	 ,"10 North Post Street, Suite 600 Spokane, Washington 99201",(509) 624-9515,(509) 624-9561 
M001111,	 Patty,,Murray	 ,"402 East Yakima Avenue, Suite 390 Yakima, Washington 98901",509) 453-7462,(509) 453-7731 
M001111,	 Patty,,Murray	 ,"2930 Wetmore Avenue, Suite 903 Everett, Washington 98201",(425) 259-6515, (425) 259-7152 
M001111,	 Patty,,Murray	 ,"950 Pacific Avenue, Suite 650 Tacoma, Washington 98402",(253) 572-3636, (253) 572-9488 
M001111,	 Patty,,Murray	 ,"1611 116th Avenue NE, Suite 214 Bellevue, Washington 98004", (866) 481 9186,(425) 462-4436 
M001134,Sue,Wilkins,Myrick,"6525 Morrison Boulevard, Suite 100 Charlotte, North Carolina 28211",(704) 362-1060,(704) 367-0852 
M001134,Sue,Wilkins,Myrick,"197 West Main Avenue Gastonia, North Carolina 28052",(704) 861-1976,(704) 864-2445 
N000002,Jerrold,,Nadler,"201 Varick Street, Suite 669 New York, New York 10014",(212) 367-7350,(212) 367-7356 
N000002,Jerrold,,Nadler,"445 Neptune Avenue Brooklyn, New York 11224",(718) 373-3198,(718) 996-0039 
N000179,Grace,F.,Napolitano,"11627 East Telegraph Road, Suite 100 Santa Fe Springs, California 90670",(562) 801-2134,(562) 949-9144
N000015,Richard,E.,Neal,"300 State Street, Suite 200 Springfield, Massachusetts 01105",(413) 785-0325,(413) 747-0604 
N000015,Richard,E.,Neal,"2 Congress Street Milford, Massachusetts 01757",(508) 634-8198, (508) 634-8398 
N000180,	 Ben,,Nelson	 ,"440 North 8th Street, Suite 120 Lincoln, Nebraska 68508",(402) 441-4600,(402) 476-8753 ,ED
N000180,	 Ben,,Nelson	 ,"11819 Miracle Hills Drive, Suite 205 Omaha, Nebraska 68154",(402) 391-3411,(402) 391-4725 
N000180,	 Ben,,Nelson	 ,"PO Box 1472 Scottsbluff, Nebraska 69363",(308) 631-7614
N000180,	 Ben,,Nelson	 ,"PO Box 2105 Kearney, Nebraska 68848",(308) 293-5818
N000180,	 Ben,,Nelson	 ,"PO Box 791 South Sioux City, Nebraska 68776",(402) 209-3595
N000032,	 Bill,,Nelson	 ,"225 East Robinson Street, Suite 410 Orlando, Florida 32801",(407) 872-7161,(407) 872-7165 
N000032,	 Bill,,Nelson	 ,"111 North Adams Street Tallahassee, Florida 32301",(850) 942-8415,(850) 942-8450 
N000032,	 Bill,,Nelson	 ,"801 North Florida Avenue, 4th Floor Tampa, Florida 33602",(813) 225-7040,(813) 225-7050 
N000032,	 Bill,,Nelson	 ,"2925 Salzedo Street Coral Gables, Florida 33134",(305) 536-5999,(305) 536-5991 
N000032,	 Bill,,Nelson	 ,"413 West Clematis Street, Suite 210 West Palm Beach, Florida 33401",(561) 514-0189, (561) 514-4078
N000032,	 Bill,,Nelson	 ,"1301 Riverplace Boulevard, Suite 2010 Jacksonville, Florida 32207",(904) 346-4500,(904) 346-4506 
N000032,	 Bill,,Nelson	 ,"3416 South University Drive Ft. Lauderdale, Florida 33328",(954) 693-4851,(954) 693-4862
N000182,Randy,,Neugebauer,"611 University Avenue, #220 Lubbock, Texas 79401",(806) 763-1611,(806) 767-9168 
N000182,Randy,,Neugebauer,"500 Chestnut Street, Room 819 Abilene, Texas 79602",(325) 675-9779,(325) 675-5038 
N000182,Randy,,Neugebauer,"1510 Scurry Street, Suite B Big Spring, Texas 79720",(432) 264-0722,(432) 264-1838 
N000184,Kristi,L.,Noem,"343 Quincy Street Rapid City, South Dakota 57701",(605) 791-4673,(605) 791-4679
N000184,Kristi,L.,Noem,"2310 West 41st Street, Suite 101 Sioux Falls, South Dakota 57105", (605) 275-2868
N000147,Eleanor,Holmes,Norton,"529 14th Street, NW, Suite 900 Washington, District of Columbia 20045",(202) 783-5065,(202) 783-5211 
N000147,Eleanor,Holmes,Norton,"2041 Martin Luther King, Jr. Avenue, SE, Suite 238 Washington, District of Columbia 20020",(202) 678-8900,(202) 678-8844 
N000185,Richard,B.,Nugent,"16224 Spring Hill Drive Brooksville, Florida 34604", (352) 799-8354,(352) 799-8776 
N000181,Devin,,Nunes,"113 North Church Street, Suite 208 Visalia, California 93291",(559) 733-3861,(559) 733-3865 
N000181,Devin,,Nunes,"264 Clovis Avenue, Suite 206 Clovis, California 93612",(559) 323-5235,(559) 323-5528
N000186,Alan,,Nunnelee,"337 East Main Streeet Tupelo, Mississippi 38804",(662) 841-8808,(662) 841-8845 
,,,Office of the First Congressional District of Oregon
,,,Office of the Ninth Congressional District of New York
,,,Office of the Second Congressional District of Nevada
O000168,Pete,,Olson,"1650 Highway 6, Suite 150 Sugar Land, Texas 77478",(281) 494-2690,(281) 494-2649 
O000168,Pete,,Olson,"17225 El Camino Real, Suite 447 Houston, Texas 77058",(281) 486-1095,(281) 486-1479 
O000085,John,W.,Olver,"78 Center Street Pittsfield, Massachusetts 01201",(413) 442-0946,(413) 443-2792 
O000085,John,W.,Olver,"57 Suffolk Street, #310 Holyoke, Massachusetts 01040",(413) 532-7010,(413) 532-6543 
O000085,John,W.,Olver,"463 Main Street Fitchburg, Massachusetts 01420",(978) 342-8722,(978) 343-8156 
O000169,William,L.,Owens,"120 Washington Street, Suite 200 Watertown, New York 13601-3370",(315) 782-3150,(315) 782-1291 
O000169,William,L.,Owens,"14 Durkee Street, Suite 320 Plattsburgh, New York 12901",(518) 563-1406,(518) 561-9723 
O000169,William,L.,Owens,"131 Main Street, Suite 106 Oneida, New York 13421",(315) 367-0041,(315) 367-0046 ,ED
P000601,Steven,M.,Palazzo,"701 Main Street, Suite 215 Hattiesburg, Mississippi 39401",(228) 864-7670,(228) 864-3099
P000034,Frank,,Pallone,"504 Broadway Long Branch, New Jersey 07740",(732) 571-1140,(732) 870-3890 
P000034,Frank,,Pallone,"67/69 Church Street New Brunswick, New Jersey 08901",(732) 249-8892,(732) 249-1335 
P000096,Bill,,Pascrell,"200 Federal Plaza, #500 Paterson, New Jersey 07505",(973) 523-5152,(973) 523-0637 
P000099,Ed,,Pastor,"411 North Central Avenue, #150 Phoenix, Arizona 85004",(602) 256-0551,(602) 257-9103 
P000583,Ron,,Paul,"1100 South Main Street, Suite 12 Hopkinsville, Kentucky 42240",(270) 885-1212
P000583,Ron,,Paul,"771 Corporate Drive, Suite 15 Lexington, Kentucky 40503",(859) 219-2239
P000583,Ron,,Paul,"600 Dr. Martin Luther King Jr. Place, Room 1072B Louisville, Kentucky 40202",(502) 582-5341
P000583,Ron,,Paul,"423 Frederica Street, Suite 305 Owensboro, Kentucky 42301",(270) 689-9085
P000603,	 Rand,,Paul	 ,"1501 Mockingbird Lane, Suite 229 Victoria, Texas 77904",(361) 576-1231,(361) 576-0381 
P000603,	 Rand,,Paul	 ,"122 West Way, Suite 301 Lake Jackson, Texas 77566", (979) 285-0231,(979) 285-0271
P000603,	 Rand,,Paul	 ,"601 25th Street, Suite 216 Galveston, Texas 77550",(409) 766-7013
P000594,Erik,,Paulsen,"250 Prairie Center Drive, Suite 230 Eden Prairie, Minnesota 55344",(952) 405-8510,(952) 405-8514 
P000149,Donald,M.,Payne,"50 Walnut Street, #1016 Newark, New Jersey 07102",(973) 645-3213,(973) 645-5902 
P000149,Donald,M.,Payne,"333 North Broad Street Elizabeth, New Jersey 07208",(908) 629-0222,(908) 629-0221 
P000149,Donald,M.,Payne,"253 Dr. Martin L. King Boulevard Jersey City, New Jersey 07305",(201) 369-0392,(201) 369-0395 
P000588,Stevan,,Pearce,"1101 New York Avenue, Room 115 Alamogordo, New Mexico 88310",(855) 473-2723 
P000588,Stevan,,Pearce,"570 North Telshor Boulevard Las Cruces, New Mexico 88011",(855) 473-2723 
P000588,Stevan,,Pearce,"3445 Lambros Loop NE Los Lunas, New Mexico 87031",(855) 473-2723 
P000588,Stevan,,Pearce,"1717 West 2nd Street, Suite 100 Roswell, New Mexico 88201", (855) 473-2723
P000588,Stevan,,Pearce,"200 East Broadway, Suite 200 Hobbs, New Mexico 88240",(855) 473-2723 
P000197,Nancy,,Pelosi,"90 7th Street, Suite 2-800 San Francisco, California 94103",(415) 556-4862,(415) 861-1670 
P000587,Mike,,Pence,"1134 Meridian Plaza Anderson, Indiana 46016",(765) 640-2919,(765) 640-2922 
P000587,Mike,,Pence,"107 West Charles Street Muncie, Indiana 47305",(765) 747-5566,(765) 747-5586 
P000587,Mike,,Pence,"50 North 5th Street Richmond, Indiana 47374",(765) 962-2883,(765) 962-3225 
P000593,Ed,,Perlmutter,"12600 West Colfax Avenue, Suite B400 Lakewood, Colorado 80215",(303) 274-7944,(303) 274-6455 
P000595,Gary,C.,Peters,"560 Kirts Boulevard, Suite 105 Troy, Michigan 48084",(248) 273-4227,(248) 273-4704 
P000258,Collin,C.,Peterson,"714 Lake Avenue, #107 Detroit Lakes, Minnesota 56501",(218) 847-5056,(218) 847-5109 
P000258,Collin,C.,Peterson,"2603 Wheat Drive Red Lake Falls, Minnesota 56750",(218) 253-4356,(218) 253-4373
P000258,Collin,C.,Peterson,"320 4th Street SW Willmar, Minnesota 56201",(320) 235-1061
P000258,Collin,C.,Peterson,"1420 East College Drive, SW/WC Marshall, Minnesota 56258",(507) 537-2299
P000265,Thomas,E.,Petri,"490 West Rolling Meadows Drive, Suite B Fond du Lac, Wisconsin 54937",(920) 922-1180,(920) 922-4498 
P000265,Thomas,E.,Petri,"2390 State Road 44, Suite B Oshkosh, Wisconsin 54904",(920) 231-6333,(920) 231-0464 
P000596,Pedro,R.,Pierluisi,"157 Ave. de la Constitucion San Juan, Puerto Rico 00901",(787) 723-6333,(787) 729-7738 
P000597,Chellie,,Pingree,"2 Portland Fish Pier, Suite 304 Portland, Maine 04101",(207) 774-5019,(207) 871-0720 
P000373,Joseph,R.,Pitts,"150 North Queen Street, Suite 716 Lancaster, Pennsylvania 17603",(717) 393-0667,(717) 393-0924 
P000373,Joseph,R.,Pitts,"PO Box 837 Unionville, Pennsylvania 19375",(610) 444-4581,(610) 444-5750 
P000585,Todd,Russell,Platts,"2209 East Market Street York, Pennsylvania 17402",(717) 600-1919, (717) 757-5001
P000585,Todd,Russell,Platts,"59 West Louther Street Carlisle, Pennsylvania 17013",(717) 249-0190,(717) 218-0190 
P000585,Todd,Russell,Platts,"22 Chambersburg Street Gettysburg, Pennsylvania 17325",(717) 338-1919,(717) 334-6314 
P000592,Ted,,Poe,"1801 Kingwood Drive, Suite 240 Kingwood, Texas 77339",(281) 446-0242, (281) 446-0252 
P000592,Ted,,Poe,"505 Orleans Street, Suite. 100 Beaumont, Texas 77701",(409) 212-1997,(409) 212 8711 
P000598,Jared,,Polis,"4770 Baseline Road, Suite 220 Boulder, Colorado 80303",(303) 484-9596,(303) 568-9007 
P000598,Jared,,Polis,"101 West Main Street, Suite #101D Frisco, Colorado 80443",(970) 668-3240,(970) 668-9679 
P000598,Jared,,Polis,"1200 East 78th Avenue, Suite 105 Thornton, Colorado 80229",(303) 287-4159,(303) 287-4385 
P000602,Mike,,Pompeo,"155 North Market, Suite 400 Wichita, Kansas 67202",(316) 262-8992,(316) 262-5309 
P000449,	 Rob,,Portman	 ,"37 West Broad Street, Room 300 Columbus, Ohio 43215",(614) 469-6774
P000449,	 Rob,,Portman	 ,"36 East 7th Street, Room 2615 Cincinnati, Ohio 45202",(513) 684-3265
P000449,	 Rob,,Portman	 ,"1240 East 9th Street, Room 3061 Cleveland, Ohio 44199",(216) 522-7095
P000449,	 Rob,,Portman	 ,"420 Madison Avenue, Room 1210 Toledo, Ohio 43604",(419) 259-3895
P000599,Bill,,Posey,"2725 Judge Fran Jamieson Way, Building C Melbourne, Florida 32940",(321) 632-1776,(321) 639-8595 
P000523,David,E.,Price,"5400 Trinity Road, Suite 205 Raleigh, North Carolina 27607",(919) 859-5999,(919) 859-5998 
P000523,David,E.,Price,"88 Vilcom Center, Suite 140 Chapel Hill, North Carolina 27514", (919) 967-7924,(919) 967-8324 
P000523,David,E.,Price,"411 West Chapel Hill Street, 9th Floor Durham, North Carolina 27701",(919) 688-3004,(919) 688-0940 
P000591,Tom,,Price,"3730 Roswell Road, Suite 50 Marietta, Georgia 30062",(770) 565-4990,(770) 565-7570 
P000591,Tom,,Price,"100 North Street, Suite 150 Canton, Georgia 30114",(678) 493-6176,(678) 493-6161 
P000590,	 Mark ,L,Pryor	 ,"500 Clinton Avenue, Suite 401 Little Rock, Arkansas 72201-1745", (501) 324-6336,(501) 324-5320 
Q000024,Benjamin,,Quayle,"2400 East Arizona Biltmore Circle, Suite 1290 Phoenix, Arizona 85016", (602) 263-5300,(602) 248-7733 ,ED
Q000023,Mike,,Quigley,"3742 West Irving Park Road Chicago, Illinois 60618",(773) 267-5926,(773) 267-6583 
Q000023,Mike,,Quigley,"1057 West Belmont Avenue Chicago, Illinois 60657",(773) 267-5926,(773) 267-6583 
R000011,Nick,J.,Rahall,"109 Main Street Beckley, West Virginia 25801",(304) 252-5000,(304) 252-9803
R000011,Nick,J.,Rahall,"601 Federal Street, #1005 Bluefield, West Virginia 24701",(304) 325-6222,(304) 325-0552 
R000011,Nick,J.,Rahall,"845 5th Avenue Huntington, West Virginia 25701",(304) 522-6425,(304) 529-5716 
R000011,Nick,J.,Rahall,"220 Dingess Street Logan, West Virginia 25601",(304) 752-4934,(304) 752-8797 
R000053,Charles,B.,Rangel,"163 West 125th Street, #737 New York, New York 10027",(212) 663-3900,(212) 663-4277 
R000122,	 Jack,,Reed	 ,"1000 Chapel View Boulevard, Suite 290 Cranston, Rhode Island 02920",(401) 943-3100,(401) 464-6837 
R000122,	 Jack,,Reed	 ,"One Exchange Terrace, Suite 408 Providence, Rhode Island 02903-1773",(401) 528-5200,(401) 528-5242 
R000585,Tom,,Reed,"1 Grove Street, Suite 101 Pittsford, New York 14534",(585) 218-0040,(585) 218-0053
R000585,Tom,,Reed,"89 West Market Street Corning, New York 14830",(607) 654-7566,(607) 654-7568 
R000585,Tom,,Reed,"317 North Union Street Olean, New York 14760",(716) 372-2090, (716) 372-2869 
R000571,Denny,,Rehberg,"1201 Grand Avenue, Suite 1 Billings, Montana 59102",(406) 256-1019,(406) 256-4934 
R000571,Denny,,Rehberg,"950 North Montana Avenue Helena, Montana 59601",(406) 443-7878,(406) 443-8890 
R000571,Denny,,Rehberg,"105 Smelter Avenue, NE, Suite 116 Great Falls, Montana 59404",(406) 454-1066,(406) 454-1130 
R000571,Denny,,Rehberg,"301 East Broadway, Suite 2 Missoula, Montana 59802", (406) 543-9550,(406) 543-0663 
R000578,David,G.,Reichert,"2737 78th Avenue, SE, Suite 202 Mercer Island, Washington 98040",(206) 275-3438,(206) 275-3437 
R000146,	 Harry,,Reid	 ,"333 Las Vegas Boulevard South, Suite 8016 Las Vegas, Nevada 89101",(702) 388-5020,(702) 388-5030 
R000146,	 Harry,,Reid	 ,"400 South Virginia Street, Suite 902 Reno, Nevada 89501",(775) 686-5750,(775) 686-5757 
R000146,	 Harry,,Reid	 ,"600 East Williams Street, #302 Carson City, Nevada 89701",(775) 882-7343,(775) 883-1980 
R000586,James,B.,Renacci,"4150 Belden Village Street, Suite 408 Canton, Ohio 44718",(330) 489-4414,(330) 489-4448 
R000170,Silvestre,,Reyes,"310 North Mesa, #400 El Paso, Texas 79901",(915) 534-4400,(915) 534-7426 
R000587,Reid,J.,Ribble,"333 West College Avenue Appleton, Wisconsin 54911",(920) 380-0061,(920) 380-0051 
R000581,Laura,,Richardson,"100 West Broadway, West Tower, Suite 600 Long Beach, California 90802",(562) 436-3828,(562) 437-6434 
R000588,Cedric,L.,Richmond,"200 Derbigny Street, Suite 3200 Gretna, Louisiana 70053",(504) 483-2325, (504) 483-7944 
R000589,E.,Scott,Rigell,"4772 Euclid Road, Suite E Virginia Beach, Virginia 23462",(757) 687-8290,(757) 687-8298 
R000589,E.,Scott,Rigell,"23386 Front Street Accomac, Virginia 23301",(757) 789-5172, (757)789-5175 
R000584,	 James ,E,Risch	,"350 North 9th Street, Suite 302 Boise, Idaho 83702",(208) 342-7985,(208) 343-2458 
R000584,	 James ,E,Risch	,"610 Hubbard Street, Suite 213 Coeur d'Alene, Idaho 83814",(208) 667-6130,(208) 765-1743 
R000584,	 James ,E,Risch	,"901 Pier View Drive, Suite 202A Idaho Falls, Idaho 83402",(208) 523-5541,(208) 523-9373 
R000584,	 James ,E,Risch	,"313 D Street, Suite 106 Lewiston, Idaho 83501",(208) 743-0792,(208) 746-7275 
R000584,	 James ,E,Risch	,"275 South 5th Street, Suite 290 Pocatello, Idaho 83201",(208) 236-6817,(208) 236-6820 
R000584,	 James ,E,Risch	,"1411 Falls Avenue East, Suite 201 Twin Falls, Idaho 83301",(208) 734-6780,(208) 734-3905 
R000590,David,,Rivera,"12851 SW 42nd Street, Suite 131 Miami, Florida 33175",(305) 222-0160, (305) 228-9397
R000590,David,,Rivera,"4715 Golden Gate Parkway, Suite One Naples, Florida 34116",(239) 348-1620,(239) 348-3569 
R000307,	 Pat,,Roberts	 ,"11900 College Boulevard, Suite 203 Overland Park, Kansas 66210",(913) 451-9343,(913) 451-9446 
R000307,	 Pat,,Roberts	 ,"444 SE Quincy, #392 Topeka, Kansas 66683", (785) 295-2745,(785) 235-3665 
R000307,	 Pat,,Roberts	 ,"155 North Market Street, #120 Wichita, Kansas 67202",(316) 263-0416,(316) 263-0273 
R000307,	 Pat,,Roberts	 ,"100 Military Plaza, Suite 203 Dodge City, Kansas 67801",(620) 227-2244,(620) 227-2264 
R000591,Martha,,Roby,"22 Monroe Street, Suite 1-B Montgomery, Alabama 36104",(334) 277-9113,(334) 277-8534 
R000591,Martha,,Roby,"188 North Foster Street, Suite 105 Dothan, Alabama 36303",(334) 794-9680,(334) 671-1480 
R000591,Martha,,Roby,"505 East Three Notch Street, #322 Andalusia, Alabama 36420",(334) 428-1129,(334) 222-3342 
R000361,"	 John 
",D,Rockefeller	,"405 Capitol Street, #508 Charleston, West Virginia 25301-1749",(304) 347-5372,(304) 347-5371
R000361,"	 John 
",D,Rockefeller	,"220 North Kanawha Street, Suite 1 Beckley, West Virginia 25801-4514",(304) 253-9704,(304) 253-2578 
R000361,"	 John 
",D,Rockefeller	,"118 Adams Street, #301 Fairmont, West Virginia 26554-2841", (304) 367-0122, (304) 367-0822 
R000361,"	 John 
",D,Rockefeller	,"217 West King Street, Suite 307 Martinsburg, West Virginia 25401-3211",(304) 262-9285,(304) 262-9288
R000582,David,P.,Roe,"PO Box 1728 Kingsport, Tennessee 37662", (423) 247-8161,(423) 247-0119 
R000582,David,P.,Roe,"1609 College Park Drive, Suite 4 Morristown, Tennessee 37813",(423) 254-1400,(423) 254-1403 
R000395,Harold,,Rogers,"551 Clifty Street Somerset, Kentucky 42503",(606) 679-8346,(606) 678-4856 
R000395,Harold,,Rogers,"601 Main Street Hazard, Kentucky 41701",(606) 439-0794,(606) 439-4647 
R000395,Harold,,Rogers,"110 Resource Court, Suite A Prestonsburg, Kentucky 41653",(606) 886-0844,(606) 889-0371
R000572,Mike,,Rogers,"1000 West St. Joseph Street, Suite 300 Lansing, Michigan 48915",(517) 702-8000,(517) 702-8642 
R000575,Mike,,Rogers,"1129 Noble Street, 104 Federal Building Anniston, Alabama 36201", (256) 236-5655,(256) 237-9203
R000575,Mike,,Rogers,"1819 Pepperell Parkway, Suite 203 Opelika, Alabama 36801",(334) 745-6221,(334) 742-0109 
R000575,Mike,,Rogers,"7550 Halcyon Summit Drive Montgomery, Alabama 36117",(334) 277-4210,(334) 277-4257 
R000409,Dana,,Rohrabacher,"101 Main Street, Suite 380 Huntington Beach, California 92648",(714) 960-6483,(714) 960-7806 
R000592,Todd,,Rokita,"355 South Washington Street Danville, Indiana 46122",(317) 718-0404,(317) 718-0405 
R000592,Todd,,Rokita,"337 Columbia Street Lafayette, Indiana 47901",(765) 838-3930,(765) 838-3931 
R000592,Todd,,Rokita,"407 South 6th Street Mitchell, Indiana 47446",(812) 849-9378,(812) 849-9769 
R000583,Thomas,J.,Rooney,"171 SW Flagler Avenue Stuart, Florida 34994",(772) 288-4668,(772) 288-4631 
R000583,Thomas,J.,Rooney,"226 Taylor Street, Suite 200 Punta Gorda, Florida 33950",(941) 575-9101,(941) 575-9103 
R000583,Thomas,J.,Rooney,"2300 Virginia Avenue, Suite 208 Ft. Pierce, Florida 34982",(772) 461-3933,(772) 461-1594 
R000435,Ileana,,Ros-Lehtinen,"4960 SW 72 Avenue, Suite 208 Miami, Florida 33155",(305) 668-2285,(305) 668-5970 
R000580,Peter,J.,Roskam,"150 South Bloomingdale Road, Suite 200 Bloomingdale, Illinois 60108",(630) 893-9670,(630) 893-9735 
R000593,Dennis,A.,Ross,"170 Fitzgerald Road, Suite 1 Lakeland, Florida 33813",(863) 644-8215,(863) 648-0749 
R000573,Mike,,Ross,"100 East 8th Avenue, Room 2521 Pine Bluff, Arkansas 71601",(870) 536-3376,(870) 536-4058 
R000573,Mike,,Ross,"221 West Main Street Prescott, Arkansas 71857",(870) 887-6787,(870) 887-6799 
R000573,Mike,,Ross,"101 North Washington Street, Suite 406 El Dorado, Arkansas 71730",(870) 881-0681,(870) 881-0683 
R000573,Mike,,Ross,"300 Exchange Street, Suite A Hot Springs National Park, Arkansas 71901",(501) 520-5892,(501) 520-5873 
R000462,Steven,R.,Rothman,"25 Main Street, Suite 101 Hackensack, New Jersey 07601-7089",(201) 646-0808,(201) 646-1944 
R000462,Steven,R.,Rothman,"130 Central Avenue Jersey City, New Jersey 07306-2118",(201) 798-1366,(201) 798-1725 
R000486,Lucille,,Roybal-Allard,"255 East Temple Street, Suite 1860 Los Angeles, California 90012",(213) 628-9230,(213) 628-8578 
R000487,Edward,R.,Royce,"1110 East Chapman Avenue, Suite 207 Orange, California 92866",(714) 744-4130,(714) 744-4056 
R000595,Marco,,Rubio,"8669 NW 36th Street, Suite 110 Miami, Florida 33166",(305) 418-8553,,ED
R000595,Marco,,Rubio,"201 South Orange Avenue, Suite 350 Orlando, Florida 32801",(407) 254-2573
R000595,Marco,,Rubio,"3802 Spectrum Boulevard, Suite 106 Tampa, Florida 33612",(813) 977-6450
R000595,Marco,,Rubio,"1650 Prudential Drive, Suite 220 Jacksonville, Florida 32207",(904) 398-8586
R000595,Marco,,Rubio,"1 North Palafox Street, Suite 159 Pensacola, Florida 32502",(850) 433-2603
R000594,Jon,,Runyan,"4167 Church Road Mount Laurel, New Jersey 08054",(856) 780-6436,(856) 780-6440 
R000576,C.,A. Dutch,Ruppersberger,"375 West Padonia Road, Suite 200 Timonium, Maryland 21093",(410) 628-2701,(410) 628-2708 
R000515,Bobby,L.,Rush,"700-706 East 79th Street Chicago, Illinois 60619",(773) 224-6500,(773) 224-9624 
R000515,Bobby,L.,Rush,"3235 West 147th Street Midlothian, Illinois 60445",(708) 385-9550,(708) 385-3860 
R000570,Paul,,Ryan,"20 South Main Street, Suite 10 Janesville, Wisconsin 53545",(608) 752-4050,(608) 752-4711 
R000570,Paul,,Ryan,"5455 Sheridan Road, Suite 125 Kenosha, Wisconsin 53140",(262) 654-1901,(262) 654-2156
R000570,Paul,,Ryan,"216 6th Street Racine, Wisconsin 53403",(262) 637-0510,(262) 637-5689 
R000577,Tim,,Ryan,"241 West Federal Street Youngstown, Ohio 44503",(330) 740-0193,(330) 740-0182 
R000577,Tim,,Ryan,"197 West Market Street Warren, Ohio 44481-1024",(330) 373-0074,(330) 373-0098 
R000577,Tim,,Ryan,"1030 Tallmadge Avenue Akron, Ohio 44310",(330) 630-7311,(330) 630-7314 
S001177,Gregorio,Kilili Camacho,Sablan,"PO Box 504879 Saipan, MP 96950",(670) 323-2647,(670) 323-2649 
S000030,Loretta,,Sanchez,"17906 Crusader Avenue, Suite 100 Cerritos, California 90703",(562) 860-5050,(562) 924-2914 
S001156,Linda,T.,Sánchez,"12397 Lewis Street, Suite 101 Garden Grove, California 92840",(714) 621-0102,(714) 621-0401 
S000033,	 Bernard,,Sanders	 ,"1 Church Street, 2nd Floor Burlington, Vermont 05401",(802) 862-0697,(802) 860-6370 
S000033,	 Bernard,,Sanders	 ,"36 Chickering Drive, Suite 103 Brattleboro, Vermont 05301",(802) 254-8732,(802) 254-9207 
S000033,	 Bernard,,Sanders	 ,"51 Depot Street, Suite 201 St. Johnsbury, Vermont 05819",(802) 748-9269,(802) 748-0302 
S001168,John,P.,Sarbanes,"600 Baltimore Avenue, Suite 303 Towson, Maryland 21204",(410) 832-8890,(410) 832-8898 
S001168,John,P.,Sarbanes,"44 Calvert Street, Suite 349 Annapolis, Maryland 21401",(410) 295-1679,(410) 295-1682 
S001176,Steve,,Scalise,"110 Veterans Boulevard, Suite 500 Metairie, Louisiana 70005",(504) 837-1259,(504) 837-4239 
S001176,Steve,,Scalise,"21454 Koop Drive, Suite 1-E Mandeville, Louisiana 70471", (985) 893-9064,(985) 893-9707
S001176,Steve,,Scalise,"201 South Cate Street Hammond, Louisiana 70403",(985) 340-2185,(985) 340-3122 
S001145,Janice,D.,Schakowsky,"5533 North Broadway Street Chicago, Illinois 60640", (773) 506-7100,(773) 506-9202 
S001145,Janice,D.,Schakowsky,"820 Davis Street, Suite 105 Evanston, Illinois 60201",(847) 328-3409,(847) 328-3425 
S001150,Adam,B.,Schiff,"87 North Raymond Avenue, Suite 800 Pasadena, California 91103",(626) 304-2727,(626) 304-0572 
S001182,Robert,T.,Schilling,"3000 41st Street, Suite 2 Moline, Illinois 61265",(309) 757-7630
S001164,Jean,,Schmidt,"8044 Montgomery Road, Suite 170 Cincinnati, Ohio 45236",(513) 791-0381,(513) 791-1696 
S001164,Jean,,Schmidt,"601 Chillicothe Street, Suite 304 Portsmouth, Ohio 45662",(740) 354-1440,(740) 354-1144 
S001179,Aaron,,Schock,"100 N.E. Monroe, Room 100, Peoria, IL 61602",(309) 671-7027,(309) 671-7309
S001179,Aaron,,Schock,"235 South Sixth Street Springfield, Illinois 62701",(217) 670-1653,(217) 670-1806 
S001179,Aaron,,Schock,"209 West State Street Jacksonville, Illinois 62650",(217) 245-1431,(217) 243-6852
S001180,Kurt,,Schrader,"494 State Street, Suite 210 Salem, Oregon 97301",(503) 588-9100, (503) 588-5517 
S001180,Kurt,,Schrader,"112 8th Street Oregon City, Oregon 97045",(503) 557-1324,(503) 557-1981 
